"","id","code","lastpage","random","Vig1","Vig2","Vig3","ursache","affekt_1","affekt_2","affekt_3","affekt_4","affekt_5","affekt_6","affekt_7","affekt_8","affekt_10","affekt_11","affekt_13","affekt_12","affekt_14","affekt_15","affekt_16","text","int_1","sta_1","glo_1","kon_1","sozunt_ins5","sozunt_ins1","sozunt_ins4","sozunt_emo5","sozunt_inf3","sozunt_emo1","sozunt_inf1","sozunt_emo2","sozunt_inf2","sozunt_emo3","sozunt_ins3","sozunt_emo4","sozunt_inf4","sozunt_inf5","sozunt_ins2","sozuntoffen_1","sozuntoffen_2","sozuntoffen_3","check_1","seffsab_1","seffsab_2","seffsab_20","seffsab_14","seffsab_6","seffsab_28","seffsab_48","seffsab_39","seffsab_46","seffsab_47","seffsab_4","seffsab_29","seffsab_44","seffsab_27","seffsab_42","seffsab_9","sex","age"
"57",426,"IR27NOL",30,2,NA,NA,NA,"unklare Aufgabenstellung",3,2,4,1,1,3,1,1,3,1,1,1,1,4,1,NA,5,6,3,7,1,1,5,6,NA,1,4,5,4,4,2,6,6,NA,3,"den/die LAA auffordern, in verschiedene Perspektiven der SuS zu schlüpfen. ","vorschlagen, dass der/die LAA überlegt, was er/sie hätte tun können, damit noch weniger SuS arbeiten (Kopfstandmethode). ","",3,4,3,3,3,4,4,4,4,4,4,3,3,3,3,3,4,1,35
"58",427,"EL22FRO",30,2,NA,NA,NA,"Desinteresse",3,4,4,1,1,2,2,2,2,1,2,1,1,2,1,NA,3,4,4,7,6,5,6,6,5,4,3,1,2,6,2,6,5,1,5,"","","",4,4,4,4,3,4,4,3,4,4,3,4,4,4,4,4,4,1,NA
"59",428,"HE21HEH",30,2,NA,NA,NA,"Der Arbeitsauftrag wurde unklar gestellt, Zielsetzung, Zeitrahmen und Beurteilungskriterien nicht mit den Schülerinnen und Schülern thematisiert.",3,2,2,1,2,1,1,3,1,1,2,1,2,4,2,NA,6,5,5,5,3,5,6,6,6,4,4,4,NA,5,2,6,6,6,4,"","","",4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,1,61
"60",429,"EL22HOB",30,3,NA,NA,NA,"Die bereits bestehende Unruhe in der Stunde ",1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,NA,4,7,4,7,1,1,5,5,5,1,1,5,5,5,4,5,5,5,5,"Unterrichtsvideografie","Schülerfeedback - Fragebögen","",3,4,3,3,4,3,4,3,3,4,3,3,3,3,3,3,4,2,43
"61",430,"UR09GEW",30,3,NA,NA,NA,"Es ist absurd, nach einer Ursache für eine komplexe Situation zu fragen, wenn man von dieser Situation nur viereinhalb Zeilen kennt.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,5,5,2,5,5,5,5,2,6,6,5,3,"vor allem hören wollen, was der LAA über die Situation und ihre Ursachen denkt","vom LAA hören wollen, welche Einflussmöglichkeiten er/sie selbst sieht","eigene Hypothesen äußern und dazu um eine Stellungnahme bitten",NA,4,4,4,3,4,4,4,3,3,2,3,4,4,4,4,4,2,61
"62",431,"ER23WIB",17,1,NA,NA,NA,"Beziehungsaufbau nicht gelungen ggf. ",2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,NA,4,6,1,7,1,1,1,6,6,1,6,6,6,6,6,6,6,6,1,"","","",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",432,"BO14HGB",30,2,NA,NA,NA,"Transparenz für den Arbeitsauftrag fehlt: Wozu ist er nötig? Wohin soll er führen?",1,2,4,1,1,1,1,1,4,1,1,1,1,4,1,NA,5,7,1,7,2,2,4,6,4,1,6,6,4,4,3,4,4,4,4,"durch gezieltes Fragen eine Selbsterkenntnis herbeiführen wollen","die/den LAA entwickeln lassen, welche Handlungsoptionen es beim  nächsten Mal gibt","die Situation als Erfahrungskrise (nach Junghans) identifizieren und den/die LAA daraus eine Entwicklungsaufgabe ableiten lassen",4,3,3,4,4,3,3,4,4,3,3,3,4,4,3,4,4,2,61
"64",433,"MA17HEM",30,3,NA,NA,NA,"Der Schüler interessiert sich nicht für den Unterricht.",5,3,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,3,2,NA,4,6,5,6,2,2,1,6,5,1,6,6,4,6,6,6,6,6,NA,"den/ die LAA bitten die Situation zu reflektieren und mit ihr/ ihm überlegen wie man mit der Situation umgehen kann.","die/ den LAA fragen, wie sie/er die Unterrichtsstörung gedeutet und wahrgenommen hat","gemeinsam mit LAA überlegen,  ob es alternative Deutungsmuster geben kann ",3,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,1,53
"65",434,"KA06EKH",30,3,NA,NA,NA,"entwicklungspsychologische Aspekte von Kindern und Jugendlichen",3,1,4,1,1,3,1,1,3,1,2,1,1,4,1,NA,3,6,2,5,1,5,5,6,6,3,1,5,5,2,5,6,6,6,5,"der LAA mitteilen, dass Unterrichtsstörungen normal sind.","das US multikausal sind.","",5,4,4,4,4,4,4,3,3,4,4,4,4,4,4,3,4,2,50
"66",435,"VE25GEE",30,2,NA,NA,NA,"Unverbindlichkeit von Arbeitsaufträgen, die die LAA ausstrahlt.",NA,3,2,1,2,1,1,3,1,1,1,1,1,4,1,NA,6,6,6,6,1,NA,5,5,5,5,1,5,1,NA,2,6,6,4,5,"","","",2,4,3,4,4,3,4,4,4,4,3,3,4,4,4,4,4,1,55
"67",436,"MO13HAL",30,2,NA,NA,NA,"Der Arbeitsauftrag ist vielleicht nicht transparent und verständlich genug, zusätzlich ist der Arbeitsauftrag vielleicht wenig motivieren und herrausfordend",2,3,4,1,1,1,1,3,2,1,1,1,2,5,2,NA,6,5,3,7,2,2,2,5,5,2,6,6,4,5,5,5,6,6,3,"die LAA nach der eigenen Analyse fragen","zusammen mit der LAA überlegen, wie diese Situation beim nächsten Mal anders gemacht werden kann und Alternativen sammeln","gmeinsam mit der LAA arbeiten und sie in den positiven Dingen stärken",3,4,3,4,3,3,2,3,3,3,3,3,4,4,4,3,4,1,39
"68",437,"MA31ALG",30,2,NA,NA,NA,"Motivation",4,1,4,1,1,1,1,1,1,1,1,1,1,4,1,NA,5,5,5,7,1,3,1,5,6,2,6,6,6,4,5,4,6,4,1,"gemeinsam mit der LAA nach Gründen für die Störung suchen.","gemeinsam mit der LAA überlegen, wie die Planung zu verändern ist, damit alle arbeiten (Ziel, Thema, Methode,...)","",4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,1,58
"69",438,"UT30GÜE",30,2,NA,NA,NA,"fehlende Erfahrung im Umgang mit Störungen",1,2,5,1,1,1,1,1,1,1,1,1,1,1,1,NA,4,5,4,4,1,1,1,1,4,4,1,4,4,4,1,4,5,3,1,"die Rolle der/des LAA als lernende Person hervorheben","","",5,4,4,4,2,4,3,3,3,4,4,4,3,3,4,2,4,2,36
"70",439,"MO13HAH",30,2,NA,NA,NA,"Diese  Frage ist mit diesem Informationsstand nicht seriös zu beantworten. Ich kann also lediglich raten, dass es an einer unzureichenden Beziehung zwischen dem Lehrkörper und den SuS liegt. ",1,3,4,1,3,1,1,3,1,1,2,1,2,4,2,NA,4,6,6,5,1,1,4,6,6,6,6,6,6,6,2,6,6,6,5,"ggf. trösten","über weitere (schulische) Unterstützungsmöglichkeiten reden","",2,4,4,4,2,4,4,2,3,4,4,4,3,4,4,2,4,2,40
"71",440,"CL09GEN",30,2,NA,NA,NA,"Fehlende Passung - Arbeitsauftrag ist für SuS nicht relevant, erkennen Zusammenhang zwischen Gegenstand und Arbeitsauftrag nicht; evtl. Störung der Beziehung innerhalb der Lerngruppe oder zwischen Lerngruppe und LiA",1,4,4,1,2,1,1,3,3,1,1,1,1,4,3,NA,5,4,4,6,1,1,3,2,6,4,5,6,6,6,2,5,6,5,4,"Entwicklungsziel formulieren, 5-Schritt Entwicklungsmodell von C. Junghans oder ALACT Modell anbieten","Ressourcen aktivieren","",1,4,3,4,3,3,4,4,4,4,3,4,4,4,4,3,4,2,39
"72",441,"GE09HAL",4,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",443,"RO20OTT",30,1,NA,NA,NA,"Die SuS sind mit anderen wichtigeren Themen beschäftigt.",1,1,5,3,1,4,1,1,3,1,1,3,1,5,1,NA,1,4,1,4,4,1,6,5,3,5,1,6,4,5,4,5,4,6,6,"Ich würde in erster Linie die LAA dazu motivieren, die Gründe - vor allem multiperspektivistisch für sich einzuordnen und zu reflektieren. Ich würde daran arbeiten, weitere Perspektiven bewusst zu machen. Mein Ziel wäre, dass die LAA selbst auf die Alternativen kommt und eigene Lösungen in der Reflexion entwickelt.","","",6,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,1,41
"74",444,"AL09KLB",7,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",523,"GI02HAW",30,1,NA,NA,NA,"nicht genug Präsenz der LK",1,2,3,1,1,1,1,1,1,1,1,1,1,1,2,NA,6,7,6,7,1,1,3,6,6,5,6,6,6,6,6,6,6,6,5,"","","",NA,4,4,3,4,4,4,3,4,4,3,4,4,4,4,4,4,1,58
"76",446,"AN11BRP",24,2,NA,NA,NA,"Lernprozess",1,1,4,1,1,1,1,1,4,1,1,2,1,1,1,NA,4,5,1,6,1,2,2,4,5,3,6,5,3,4,2,4,6,4,3,"ausgehend von der Wahrnehmung der Referendarin die Nachbesprechung gestalten","Fragen stellen, um der Referendarin selbst die Möglichkeit zu geben, das Unterrichtsgeschehen einzuordnen und den BLick auf die Stunde zu ""erweitern"".","gemeinsam mit der Referendarin überlegen, welche Alternativen sie erkennt ggf. schon in der Planung überdacht hatte und für sie authentisch umsetzbar ist.",3,4,3,4,1,3,4,2,3,4,3,3,2,3,4,2,3,NA,NA
"77",447,"HI21WEH",30,1,NA,NA,NA,"Mangelnde Klarheit, Regeln, Ritualisierung",1,3,3,1,1,1,1,1,2,1,1,1,1,3,2,NA,5,5,4,5,1,1,4,4,5,2,5,5,5,5,3,5,6,6,4,"","","",4,3,3,4,2,3,3,1,3,3,3,3,3,3,3,3,3,2,59
"78",448,"MO14THM",30,2,NA,NA,NA,"Die Aufgabe ist nicht allen klar ",4,2,5,1,1,1,2,2,2,1,1,1,1,1,1,NA,4,6,5,5,1,5,5,6,5,6,4,6,4,6,2,6,6,6,5,"","","",3,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,4,1,36
"79",449,"MA08UWJ",30,3,NA,NA,NA,"",NA,2,4,1,2,1,2,2,1,1,2,1,1,4,1,NA,4,4,7,7,1,1,1,6,5,5,4,6,4,5,6,6,6,5,3,"","","",5,4,4,4,3,4,4,4,4,3,4,4,1,4,4,4,4,1,34
"80",450,"SI01WOL",30,1,NA,NA,NA,"Etablierung des Settings/classroom management/Transparenz: Ist jedem klar, was gerade geschehen SOLL?",2,2,5,1,1,1,1,1,2,1,1,1,1,4,1,NA,4,5,3,5,2,4,2,5,5,2,4,5,4,6,5,6,5,5,4,"einen Perspektivwechsel anregen - Was hat den SuS gefehlt, um sich auf die Stunde einlassen zu können?","","",3,4,3,3,3,4,4,2,3,3,4,4,3,4,4,4,4,2,42
"81",452,"CH22WOB",30,2,NA,NA,NA,"fehlende Transparenz - Klärung der Frage: Warum sollen wir das machen!",5,1,4,1,1,1,1,2,4,1,1,1,1,4,2,NA,5,6,4,5,2,2,5,5,4,5,5,6,5,6,5,6,6,6,5,"","","",4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,56
"82",453,"KA23BEA",29,3,NA,NA,NA,"Mangelnde Motivation des Schülers",3,4,3,1,1,1,1,2,1,1,1,1,1,3,3,NA,4,6,5,6,1,4,6,6,6,5,1,6,5,5,1,5,6,5,5,"im Rahmen von CM über Prävention von U-Störungen sprechen","weitergehende Literaturempfehlungen geben","U-Störungen im Seminar thematisieren (anonym)",4,4,4,4,3,4,4,3,4,3,4,4,4,3,4,3,4,1,58
"83",454,"BR28JOH",30,3,NA,NA,NA,"kein gutes Classroom Management",2,2,4,1,2,2,1,2,3,1,2,1,1,5,2,NA,5,7,5,6,1,1,5,4,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,4,4,4,3,4,4,3,3,4,4,4,3,4,4,4,4,1,42
"84",455,"MA11KAB",30,1,NA,NA,NA,"Beziehung zwischen Lehrkraft und Lerngruppe ist gestört",1,4,4,1,4,1,1,2,5,1,2,1,1,5,2,NA,6,6,5,6,1,1,1,5,6,4,6,2,2,4,1,4,6,4,4,"gemeinsam mit LAA nach Ursachen suchen","Ausbildungslehrer in die Ursachensuche einbeziehen","mit LAA für ihn/sie geeignete Reaktionen diskutieren und erarbeiten ",3,4,3,4,2,4,3,2,3,3,4,3,3,3,4,3,3,2,56
"85",456,"MA01DIO",30,2,NA,NA,NA,"Die Erläuterungen waren wohmöglich zu komplex und umfassend, sodass sie entweder unklar und/oder demotivierend waren.",2,3,3,1,2,1,1,2,1,1,2,1,1,2,2,NA,6,7,4,7,1,1,5,6,6,2,5,5,3,6,6,6,6,6,2,"die Lehrkraft anregen, die Situation zu reflektieren."," die Lehrkraft anregen, eigene Ideen entwickeln.","",3,3,3,4,2,4,4,4,4,4,2,3,3,4,3,3,4,1,55
"86",457,"UR30GÜH",30,2,NA,NA,NA,"Haben die Lernenden den Sinn/Ziel der Aufgabe verstanden und wissen die Lernenden wie vorzugehen ist und wie man Unterstützung erhält.",1,1,4,1,1,2,1,1,4,1,1,2,1,5,2,NA,5,7,6,5,2,1,4,5,6,5,3,5,5,5,1,5,5,4,1,"","","",5,4,3,4,3,4,3,2,4,3,3,4,3,4,3,4,4,2,55
"87",458,"GI11MAB",30,1,NA,NA,NA,"LK wird nicht respektiert",1,3,2,1,1,1,1,2,2,1,1,1,1,2,1,NA,5,6,4,6,3,2,2,1,1,1,1,1,1,1,3,2,2,1,3,"","","",3,3,4,4,3,4,3,4,3,4,4,4,4,4,4,3,4,2,53
"88",459,"XX03XXB",30,1,NA,NA,NA,"Externe Gründe",1,1,3,1,1,1,1,2,1,1,2,1,1,1,1,NA,3,3,1,3,1,3,6,6,6,1,5,5,6,5,1,4,6,6,6,"","","",3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,1,55
"89",461,"SO07MAN",12,2,NA,NA,NA,"die Lernaufgabe passt nicht zu den Lernvoraussetzungen  der SuS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",462,"HE31KLM",12,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",463,"GI16JOB",30,1,NA,NA,NA,"",1,3,3,1,2,1,3,3,1,2,NA,1,2,2,3,NA,5,6,5,6,2,3,4,5,5,2,3,4,4,5,4,5,5,4,5,"","","",4,4,4,4,3,3,4,3,3,3,3,3,4,3,3,2,4,2,43
"92",464,"GE21KLM",30,3,NA,NA,NA,"",NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,6,NA,NA,NA,NA,6,NA,NA,"gemeinsam mit der/m LAA mögliche Ursachen der Störung ergründen","den/die LAA dazu anregen, daraus entsprechende Handlungsoptionen zu entwickeln","den/die LAA dazu anregen, dabei (s.o.) Kenntnisse aus der Seminarausbildung zu berücksichtigen",NA,4,4,4,2,NA,NA,NA,3,NA,4,NA,NA,3,4,NA,4,2,NA
"93",465,"HI18FRH",30,3,NA,NA,NA,"kein bedeutsamer Lerngegenstand für den Schüler",1,2,4,1,1,1,1,1,1,1,1,1,1,5,1,NA,3,6,4,6,1,4,4,6,6,5,6,6,4,6,5,6,6,6,6,"den LAA bitten selber alternativen zu entwickeln","Kooperation mit anderen LAA anregen","eine kollegiale Fallberatung empfehlen",4,4,4,4,2,4,3,4,2,3,4,4,3,4,3,4,4,1,57
"94",466,"BA09ROD",30,1,NA,NA,NA,"Unklare Erwartungen auf beiden Seiten (Lehrer-Schüler)",2,2,4,1,1,1,1,2,2,1,1,1,1,4,1,NA,4,6,6,6,1,1,6,6,6,6,6,6,6,6,1,6,6,6,6,"","","",3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,46
"95",467,"HE29WIR",30,2,NA,NA,NA,"Die SUS sind nicht hinreichend an der Formulierung der Aufgabenstellung und der Zielsetzung der Arbeit beteiligt.",4,1,4,1,1,1,2,1,4,1,1,1,1,4,1,NA,4,4,3,7,1,4,6,6,6,5,6,6,6,6,5,6,6,6,6,"","","",5,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,2,60
"96",468,"ER02KAH",30,1,NA,NA,NA,"Eine Diagnose ist aufgrund der kargen Beschreibung gar nicht möglich. ",5,4,5,2,2,4,3,3,3,3,3,3,4,4,3,NA,4,6,4,5,5,4,4,5,4,5,1,3,5,6,4,5,6,6,4,"Ich würde den LAA zunächst fragen, welche Beratungswünsche er hat. LAA als selbstreflektierter Praktiker.","Anschließend würde ich die Ursachen der Störung diagnostizieren - falls eine Beratung gewünscht wird.","Bedarfe erfragen - Materialien, ""Rezepte"" gebe ich nur, wenn dies ausdrücklich von mir gewünscht wird. ",NA,4,4,4,4,4,4,3,3,3,4,4,4,3,4,4,4,2,53
"97",469,"HE08PAA",10,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",470,"AN23BEK",30,3,NA,NA,NA,"Ich kann dies Frage nicht beantworten, da ich den konstruierten Fall nicht nachvollziehen kann. Grundsätzlich diagnostiziere ich nach Beobachtung. Hier fehlen mir aber wichtige Hinweise im Vorfeld der Störung. sic.",2,2,4,1,1,1,1,1,2,1,1,1,1,3,1,NA,4,5,4,4,2,3,4,4,3,3,3,5,5,5,3,6,5,NA,2,"im KS dem LAA anbieten, dieses Thema an eine eigene Zielsetzung zu koppeln und dies in einem POBC zu bearbeiten","meine Beobachtung mit LAA austauschen, die Wahrnnehmungen vergleichen und dies als ein mögliches Thema zur Bearbeitung herausstellen","Ich würde zunächst mit LAA ermitteln, was die unterschiedlichen Dimensionen der Störung sind, dies mit den Lerninhalten aus KS abgleichen und gemeinsam ermitteln wo nUnterstützungsbedarfe leigen",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,56
"99",471,"LO20HEH",30,1,NA,NA,NA,"mangelnde Präsenz der Lehrkraft in der Lerngruppe",3,3,4,1,1,5,1,1,3,1,2,1,1,5,2,NA,6,7,6,6,1,1,6,6,5,1,6,6,6,6,2,6,6,6,2,"über Alternativen des Beginns sprechen, z.B. Rituale","verschiedene Positionen im Raum thematisieren","ermuntern sich bei Kolleg:innen über deren Rituale zu erkundigen",3,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,2,55
"100",472,"HE11KAK",30,3,NA,NA,NA,"Meist wird in diesen Situationen zu spät und mit unzureichender Klarheit reagiert",2,1,4,1,2,1,1,1,1,1,2,1,1,4,1,NA,5,7,3,7,2,1,6,6,5,4,6,6,6,6,1,6,6,6,4,"die Ausbildungslehrkraft einbeziehen","ein Repertoire entwickeln, um vielfältige Interventionsmöglichkeiten sichtbar zu machen","ggf. ein Coaching (auch mit Hospitation) anbieten",5,4,3,4,3,4,4,4,4,4,3,4,4,4,4,4,4,2,55
"101",473,"BR12DIK",12,3,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",474,"KÄ09TRA",7,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",475,"EV03PES",9,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",406,"LI04ERW",30,3,NA,NA,NA,"Desinteresse, da den Schüler gerade andere Dinge beschäftigen",4,1,5,1,1,1,1,1,4,1,1,1,1,5,2,NA,4,5,2,6,1,1,1,6,6,1,6,6,6,6,1,6,6,6,1,"gemeinsam mit der/dem LAA nach möglichen Gründen für das Verhalten des Schülers suchen","fragen, ob das Verhalten des Schülers einem Muster entspricht oder ob es punktuell aufgetreten","je nach Ursache(n) gemeinsam mit der/dem LAA Präventionsmöglichkeiten/Reaktionsmöglichkeiten erörtern ",NA,4,4,4,3,4,3,1,3,3,3,3,4,4,4,4,4,1,56
"105",477,"HE13ARA",30,3,NA,NA,NA,"Beziehung stimmt nicht",1,2,4,1,1,1,1,2,1,1,1,1,2,3,2,NA,5,7,7,6,1,1,5,5,1,1,1,6,4,5,1,6,5,4,5,"Coachingtermin  anbieten","Erfahrungsaustausch im  Kernseminar anregen","",5,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,1,61
"106",478,"ME15NOR",30,2,NA,NA,NA,"Schülerinnen und Schüler haben die Aufgabenstellung nicht verstanden.",2,4,4,1,5,3,1,5,2,1,4,1,4,3,4,NA,4,6,6,7,1,5,2,6,6,1,3,5,5,6,5,6,6,6,4,"mit anderen LAA des gleichen Förderchwerpunktes vernetzen","","",3,4,4,4,3,4,4,3,4,4,3,4,3,4,4,4,4,1,56
"107",481,"DA27LOK",30,1,NA,NA,NA,"SuS-L-Beziehung (noch) nicht gut",5,3,5,1,1,4,1,1,4,1,1,1,1,5,1,NA,4,4,7,7,5,6,6,6,6,6,4,6,5,6,6,6,6,6,6,"Von einer eigenen ähnlichen Situation berichten","Auf das defizitäre Bildungssystem eingehen","Sagen, dass Fehler o. Ä. Uns alle weiterbringen ",3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,NA,54
"108",482,"RO04HAM",30,1,NA,NA,NA,"Autorität der Lehrkraft",4,3,4,1,1,1,1,2,1,1,1,1,2,4,1,NA,5,6,6,6,1,2,5,5,6,4,6,5,5,6,2,5,6,6,5,"","","",4,4,4,4,3,3,4,3,4,4,4,4,4,4,4,4,4,2,42
"109",483,"MA28WIG",30,2,NA,NA,NA,"keine Antwort möglich",4,1,5,2,1,4,1,1,4,1,1,3,1,5,1,NA,NA,NA,NA,NA,1,1,1,3,2,1,4,2,4,4,2,4,6,3,5,"den / die Ref. ihre Beobachtung der Situation schildern lassen - und ggf. meine Beobachtung / die der Ausbildungslehrkraft daneben legen ","gemeinsam mit der / dem Ref. multiperspektivisch Deutungsmöglichkeiten der Situation erarbeiten, mögliche Ursachen erforschen, diese gegeneinander abwägen","gemeinsam mit dem / der Ref. Handlungsalternativen für diese Situation erarbeiten - und einen Transfer in eine allgemeine Zielsetzung zur Weiterentwicklung versuchen",5,4,4,4,3,3,4,3,3,3,2,4,4,4,3,4,4,1,52
"110",484,"MA17JOK",10,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",486,"KA28HAG",30,1,NA,NA,NA,"Erfahrung der SuS mit dem Lehramtsanwärter",1,4,5,1,1,1,1,1,1,1,1,1,2,5,2,NA,4,5,5,4,1,4,3,6,6,6,6,6,6,6,1,6,6,6,4,"","","",3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,2,43
"112",487,"HI08JOM",30,1,NA,NA,NA,"Interaktionsprobleme",2,3,3,1,3,1,1,4,1,1,3,1,2,3,3,NA,4,2,4,6,3,2,5,5,5,5,5,6,5,6,2,6,6,6,5,"die Rahmenbedingungen klären und möglichst klar Ursachen aufdecken","","",2,3,4,4,3,3,3,3,3,3,3,3,2,3,3,4,4,2,63
"113",489,"BE31EGG",30,2,NA,NA,NA,"",4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,4,4,4,4,1,1,1,6,6,1,1,3,6,6,1,6,6,6,1,"","","",5,4,4,4,4,4,3,3,3,3,3,4,3,4,4,4,4,2,48
"114",490,"HI30DIP",30,3,NA,NA,NA,"Gestörte Beziehung ",3,4,4,1,2,1,1,4,1,1,1,1,2,4,4,NA,4,4,4,4,3,3,5,6,6,5,5,5,6,6,6,5,5,5,2,"","","",4,3,3,3,2,2,2,2,3,3,3,3,4,4,4,4,4,2,48
"115",491,"MA14HEW",30,3,NA,NA,NA,"Es gibt nicht nur eine Ursache",3,1,5,1,1,1,1,1,3,1,1,1,1,5,2,NA,4,5,5,5,1,3,2,5,3,2,6,6,6,6,3,5,6,6,2,"Ich würde ein POB-C zum Thema anbieten","","",NA,4,4,4,3,3,3,4,4,2,2,4,3,4,4,4,4,1,60
"116",492,"RE21HAE",30,2,NA,NA,NA,"Vermutlich ist der Arbeitsauftrag nicht präzise formuliert (insb. in den Fremdsprachen problematisch). Es könnte aber auch eine zu geringe Transparenz und Relevanz der Aufgabe für die SuS vorliegen - das lässt sich aus diesem Ausschnitt nicht beurteilen",5,1,4,1,1,1,1,1,1,1,1,1,1,4,1,NA,6,6,2,6,5,3,2,6,6,5,6,6,6,6,5,6,6,6,5,"das Problem gemeinsam mit anderen LAA im Seminar besprechen bzw. Peer-Coaching anregen, bei dem andere LAA des FS eine Rückmeldung zu dem Problem geben und Vorschläge zur Lösung anbieten ","","",5,4,4,4,3,4,4,4,4,3,4,4,3,4,4,4,4,2,53
"117",494,"EL05GÜA",13,2,NA,NA,NA,"kann pauschal nicht beantwortet werden, da zu komplex und zu individuell",4,1,4,1,1,1,1,1,4,1,1,1,1,3,1,NA,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
